Id,y
50220,2.7620764
50221,2.2599354
50222,2.3476462
50223,1.9835647
50224,1.3672447
50225,2.3641627
50226,1.4523141
50227,2.220686
50228,1.5758998
50229,2.354693
50230,1.5363679
50231,1.7489659
50232,2.3040135
50233,2.1729228
50234,1.8711629
50235,1.5139409
50236,1.4190243
50237,1.6504343
50238,1.8174676
50239,2.4321036
50240,1.8327295
50241,1.3215216
50242,2.2600834
50243,1.8487146
50244,1.3782997
50245,1.6306453
50246,2.4657598
50247,1.3457558
50248,2.44129
50249,2.127952
50250,2.0953147
50251,1.7694423
50252,2.0599961
50253,2.2297387
50254,1.9567913
50255,1.6678606
50256,2.2740955
50257,1.8886535
50258,1.9157965
50259,1.7274928
50260,1.1294224
50261,1.8469179
50262,1.796159
50263,1.7297151
50264,1.5393798
50265,1.829643
50266,1.6733308
50267,2.2917056
50268,1.6869094
50269,1.869058
50270,2.3416266
50271,2.1836526
50272,2.2307281
50273,2.1777163
50274,1.949908
50275,1.5058925
50276,1.9596148
50277,2.0299985
50278,1.5882907
50279,1.4490751
50280,2.3819528
50281,1.4194548
50282,2.512409
50283,2.2132516
50284,1.8649181
50285,1.4269742
50286,1.9081559
50287,2.4011223
50288,2.173996
50289,1.6134098
50290,2.3461833
50291,2.4945693
50292,1.4853204
50293,2.0210743
50294,1.7597536
50295,1.8339047
50296,2.4489202
50297,1.947207
50298,2.149249
50299,2.2855265
50300,1.8514354
50301,1.9884537
50302,2.1936991
50303,1.9434383
50304,1.7139567
50305,1.2896957
50306,1.2731702
50307,1.7645977
50308,1.9360963
50309,1.3589658
50310,2.4511654
50311,1.8188083
50312,2.2328782
50313,2.7324023
50314,1.434936
50315,2.103649
50316,1.6616886
50317,1.4142497
50318,2.1613703
50319,1.9233146
50320,2.06382
50321,2.16464
50322,2.342212
50323,1.4056954
50324,1.8778021
50325,2.0980997
50326,1.9142344
50327,1.6594028
50328,1.6545862
50329,2.0018694
50330,1.8285156
50331,1.6908169
50332,1.7073734
50333,1.6309233
50334,1.6016471
50335,2.023517
50336,2.0657015
50337,1.2263306
50338,1.9496299
50339,1.8080243
50340,1.8691405
50341,1.5823818
50342,1.9871926
50343,1.5459447
50344,1.8926265
50345,1.912208
50346,1.2894142
50347,2.2722297
50348,1.9612024
50349,1.5348148
50350,2.12698
50351,1.9595708
50352,1.6453717
50353,1.5809224
50354,1.5072738
50355,1.5737343
50356,2.1540596
50357,1.9570566
50358,1.9694724
50359,1.6853898
50360,1.9063401
50361,2.1280751
50362,1.690909
50363,1.375843
50364,1.8849633
50365,1.9219152
50366,2.0959501
50367,1.5777938
50368,2.047525
50369,2.345819
50370,2.4356937
50371,2.3399246
50372,1.7287488
50373,1.6995518
50374,1.7370493
50375,1.4603121
50376,2.0632722
50377,1.4559875
50378,2.1448238
50379,1.5605676
50380,2.0677783
50381,1.78544
50382,2.2127
50383,2.1339726
50384,1.9573299
50385,1.7981728
50386,1.1790777
50387,1.7592523
50388,1.777236
50389,2.3022113
50390,1.7175515
50391,2.2211103
50392,1.8258473
50393,1.9852831
50394,1.509455
50395,1.5557035
50396,2.311716
50397,1.6148208
50398,1.7000487
50399,2.1077757
50400,2.2017493
50401,1.2799768
50402,1.5451239
50403,2.113142
50404,1.7118564
50405,2.311211
50406,2.2828817
50407,2.222688
50408,2.07348
50409,1.6945536
50410,1.6928518
50411,2.0177214
50412,2.2086232
50413,1.8410556
50414,1.70582
50415,1.3199899
50416,1.478832
50417,1.7050357
50418,1.8307539
50419,1.6493939
50420,1.8968515
50421,2.2267513
50422,1.9438939
50423,2.3160648
50424,1.4580355
50425,1.8175734
50426,1.5609498
50427,2.209933
50428,1.9602638
50429,1.9107382
50430,2.2315917
50431,1.7368249
50432,1.6368519
50433,1.67291
50434,2.1881418
50435,2.222894
50436,1.7629433
50437,2.1304655
50438,1.4137019
50439,1.6053743
50440,1.2182406
50441,2.5035055
50442,2.2637734
50443,1.6748753
50444,1.6171453
50445,1.2537417
50446,1.8889337
50447,1.5038387
50448,1.3609092
50449,2.4994485
50450,1.8127084
50451,2.3437579
50452,2.1312463
50453,2.152054
50454,2.284151
50455,1.6473446
50456,1.7894382
50457,1.1748195
50458,1.593951
50459,1.4142513
50460,2.139595
50461,1.9248217
50462,2.249655
50463,1.8290855
50464,1.5404341
50465,1.3727999
50466,1.3687103
50467,2.008399
50468,2.1436324
50469,1.6610739
50470,1.3932188
50471,2.0134845
50472,1.4724032
50473,1.6398143
50474,1.4210978
50475,1.5679636
50476,1.6228327
50477,2.1846178
50478,2.136091
50479,2.2779455
50480,1.7238519
50481,2.185866
50482,2.3344295
50483,1.6510302
50484,1.2699081
50485,1.5459173
50486,2.1551712
50487,2.0796509
50488,1.9749303
50489,2.0270886
50490,1.8138117
50491,2.282309
50492,2.3837245
50493,2.1184297
50494,1.9910336
50495,1.2763711
50496,1.7210824
50497,1.9214001
50498,2.0932083
50499,1.2954205
50500,1.3922375
50501,1.5196095
50502,1.3358891
50503,1.6499789
50504,1.632859
50505,2.0567617
50506,1.6190004
50507,2.395358
50508,1.800894
50509,1.4353324
50510,1.6934092
50511,1.5991685
50512,2.1618083
50513,2.5775719
50514,1.9589479
50515,1.6831864
50516,1.6224036
50517,2.1522915
50518,1.5176952
50519,1.4441029
50520,1.9512221
50521,1.8722876
50522,1.8140601
50523,1.7432413
50524,2.2798254
50525,1.6433496
50526,1.6841111
50527,1.7136296
50528,1.5533123
50529,1.467534
50530,1.5966678
50531,1.5896387
50532,1.9050109
50533,1.6553199
50534,1.3175662
50535,1.861774
50536,1.9050472
50537,1.9106998
50538,1.7956629
50539,1.9104599
50540,2.3915582
50541,1.9713715
50542,1.9954312
50543,1.6052212
50544,1.677707
50545,2.2099066
50546,2.1152525
50547,1.6559247
50548,2.1636927
50549,1.950447
50550,1.5869054
50551,1.5977783
50552,1.5870607
50553,1.8066591
50554,2.2780483
50555,2.2667594
50556,1.3450689
50557,2.3882663
50558,1.291145
50559,2.1278992
50560,1.8337727
50561,1.9370434
50562,1.5070249
50563,1.8898015
50564,1.8287287
50565,2.1744218
50566,2.239996
50567,2.3202631
50568,1.6078091
50569,1.6486816
50570,1.7235389
50571,2.4396322
50572,1.9312745
50573,1.7446474
50574,1.6860507
50575,1.7147148
50576,1.3596538
50577,1.9241464
50578,2.039859
50579,1.9172212
50580,1.5109749
50581,1.5862744
50582,2.3250675
50583,2.1522508
50584,1.4130011
50585,1.6897329
50586,2.098995
50587,1.7892436
50588,2.1155348
50589,1.9300551
50590,1.7691275
50591,2.5032587
50592,2.2571492
50593,2.190258
50594,2.1622262
50595,1.60163
50596,1.7445233
50597,1.6391795
50598,1.254447
50599,1.6639857
50600,1.6195163
50601,1.6394866
50602,2.1381638
50603,1.4865412
50604,1.3264
50605,1.4015256
50606,1.8237333
50607,2.2589447
50608,2.0658937
50609,1.9170794
50610,2.301086
50611,1.6460993
50612,1.5638487
50613,2.23525
50614,1.3748255
50615,1.7224485
50616,1.9276943
50617,2.1217165
50618,1.8808156
50619,2.4218524
50620,1.5991018
50621,1.5220249
50622,1.9482511
50623,2.4027343
50624,1.8904152
50625,1.7789166
50626,2.0627804
50627,1.9379563
50628,2.1087067
50629,2.2832205
50630,2.0598962
50631,1.7922804
50632,2.4603078
50633,2.6301637
50634,1.9960375
50635,1.7675934
50636,2.3885508
50637,1.7910292
50638,2.0736005
50639,1.9502633
50640,1.4567513
50641,2.3058393
50642,1.7758837
50643,1.6686895
50644,1.4591703
50645,1.8682213
50646,2.267673
50647,1.4636095
50648,1.3206685
50649,1.719163
50650,1.7657738
50651,1.6142356
50652,2.2369273
50653,1.6979625
50654,2.1262043
50655,1.637793
50656,1.4632622
50657,1.0855284
50658,1.4156501
50659,2.127374
50660,2.0674174
50661,2.2004883
50662,1.8738604
50663,1.9772325
50664,2.223314
50665,1.4806112
50666,1.9410918
50667,2.190478
50668,1.5483391
50669,2.0630379
50670,1.5144808
50671,1.9967233
50672,1.4160408
50673,1.2546517
50674,1.7284142
50675,2.424397
50676,2.2709014
50677,1.5310047
50678,2.0737085
50679,1.6254966
50680,2.3955677
50681,2.3205318
50682,1.3814752
50683,2.2293456
50684,1.9810796
50685,1.7150072
50686,1.5266318
50687,2.0416079
50688,1.2980545
50689,2.2312644
50690,2.1510377
50691,1.9459642
50692,1.5570452
50693,1.6543081
50694,2.1016781
50695,2.3357143
50696,2.1628542
50697,1.4939691
50698,1.860227
50699,2.0704691
50700,1.5672185
50701,2.2397273
50702,1.4660866
50703,2.2031708
50704,1.8491063
50705,1.691102
50706,1.5253406
50707,1.8567216
50708,1.6555983
50709,1.7322943
50710,2.6098757
50711,1.4719353
50712,1.8728154
50713,1.8862522
50714,1.3738651
50715,1.5045404
50716,1.5293562
50717,1.64748
50718,2.2540717
50719,2.1171474
50720,1.3908734
50721,1.6773037
50722,1.841169
50723,1.3578322
50724,1.6182737
50725,1.3742213
50726,1.4893434
50727,1.7289288
50728,2.149829
50729,1.9319874
50730,1.4935629
50731,1.5210652
50732,2.212772
50733,1.1998857
50734,1.6737273
50735,2.2451324
50736,1.6062146
50737,1.6446884
50738,1.7286487
50739,1.857055
50740,1.5649787
50741,1.9503156
50742,1.8049855
50743,2.1916509
50744,1.744245
50745,1.6911876
50746,1.6604013
50747,1.5071267
50748,1.6831546
50749,1.2552514
50750,1.4233377
50751,1.5921844
50752,1.6622458
50753,1.8520777
50754,2.0726523
50755,1.7363743
50756,1.6815183
50757,1.8619561
50758,1.3270624
50759,1.6494911
50760,1.6325544
50761,1.847898
50762,2.4210947
50763,1.4398506
50764,2.0485287
50765,1.4018466
50766,2.1667364
50767,2.1907876
50768,1.6531959
50769,2.5414598
50770,2.266251
50771,1.5877647
50772,2.2992048
50773,1.9138029
50774,1.312197
50775,2.3146133
50776,1.9897296
50777,1.6537757
50778,1.7324188
50779,1.738024
50780,1.7546345
50781,1.5486785
50782,2.3810956
50783,1.5380697
50784,1.5030025
50785,1.8704475
50786,1.348148
50787,2.392515
50788,1.9179362
50789,2.7807076
50790,2.0610397
50791,1.763972
50792,2.2955542
50793,2.1035104
50794,1.4545283
50795,1.8183575
50796,1.0164796
50797,2.194313
50798,1.7366574
50799,2.3746543
50800,1.455365
50801,1.688446
50802,1.7826937
50803,1.4513981
50804,2.0113132
50805,1.9764882
50806,1.6515939
50807,1.5653497
50808,1.945322
50809,1.7546663
50810,1.4023575
50811,1.6210816
50812,1.5647352
50813,2.0917444
50814,2.2641768
50815,2.3234162
50816,1.7519382
50817,1.6358314
50818,1.7077092
50819,1.6486814
50820,2.0146065
50821,1.9452134
50822,1.5808179
50823,1.9718804
50824,1.7581518
50825,1.6728446
50826,1.8420105
50827,1.6760514
50828,1.5460265
50829,1.9304655
50830,1.428863
50831,2.241147
50832,2.3328755
50833,1.5049124
50834,2.1655533
50835,1.6867616
50836,1.7869081
50837,1.7252457
50838,1.7069759
50839,2.1003833
50840,1.824476
50841,1.4774249
50842,2.3521013
50843,1.8877416
50844,1.3930283
50845,2.0310357
50846,2.4526036
50847,2.1394987
50848,2.220367
50849,1.8346766
50850,1.7842827
50851,1.6375641
50852,1.4640576
50853,2.3660486
50854,1.5693467
50855,1.567807
50856,1.5719211
50857,2.3600128
50858,1.5645497
50859,1.9234568
50860,1.6359675
50861,1.4066589
50862,1.6295465
50863,1.8311468
50864,2.40242
50865,1.7271155
50866,1.250707
50867,1.3582366
50868,1.506032
50869,1.9123111
50870,1.91102
50871,1.9093697
50872,1.2905334
50873,1.8118806
50874,1.8027915
50875,1.6775837
50876,2.0522194
50877,1.808256
50878,1.3132961
50879,1.7673483
50880,1.6175351
50881,1.7778323
50882,1.6881938
50883,1.8503718
50884,2.0413017
50885,1.6322631
50886,1.9321635
50887,1.2681029
50888,1.7291843
50889,1.7799966
50890,1.5068094
50891,1.5086985
50892,2.0062232
50893,2.4961455
50894,2.0913033
50895,2.0368304
50896,1.4073204
50897,2.3979774
50898,2.0002246
50899,1.987798
50900,2.0495465
50901,1.545851
50902,2.4097714
50903,1.5010803
50904,2.1766424
50905,1.466615
50906,1.4242599
50907,1.2974707
50908,2.3294263
50909,1.7635362
50910,1.9737124
50911,1.6147228
50912,1.8291417
50913,1.471632
50914,2.1298642
50915,1.775673
50916,1.976221
50917,1.6369839
50918,1.460635
50919,1.4216563
50920,2.2289877
50921,1.4186978
50922,1.8880008
50923,1.8684826
50924,2.36909
50925,1.6079259
50926,1.9841138
50927,2.2649293
50928,2.342444
50929,1.4176104
50930,1.6086469
50931,1.8862056
50932,1.5267937
50933,1.7368675
50934,2.2824974
50935,1.757024
50936,2.286635
50937,2.0374
50938,2.512227
50939,1.6668792
50940,1.6772337
50941,2.209498
50942,1.682055
50943,1.7857473
50944,2.370297
50945,1.9526023
50946,1.9063705
50947,2.1863697
50948,1.9850271
50949,2.1446939
50950,1.8960899
50951,2.3639305
50952,2.2238116
50953,1.3019296
50954,1.9324603
50955,1.6806662
50956,1.7106452
50957,2.13474
50958,1.6431589
50959,2.1035202
50960,1.7163327
50961,1.8339916
50962,2.3733947
50963,2.3028297
50964,1.475241
50965,1.655688
50966,1.302791
50967,1.5574585
50968,2.0853891
50969,2.174096
50970,1.5876817
50971,1.5951262
50972,1.6196978
50973,1.2877944
50974,1.8613327
50975,2.3407738
50976,1.331795
50977,2.1890638
50978,1.4379134
50979,1.7890248
50980,1.9612998
50981,2.15863
50982,2.0592008
50983,1.6085467
50984,1.5046248
50985,1.6419139
50986,2.0911644
50987,1.84535
50988,1.474022
50989,2.317133
50990,1.4226675
50991,1.9209647
50992,1.946901
50993,1.7248979
50994,1.7947721
50995,1.6168149
50996,1.3531208
50997,2.2433228
50998,2.0935402
50999,2.1316035
51000,1.5865829
51001,2.2777123
51002,2.3169906
51003,2.1775355
51004,2.093408
51005,1.957033
51006,2.4218326
51007,2.2141373
51008,1.6274953
51009,1.7513841
51010,2.2444756
51011,1.9533904
51012,1.6045177
51013,1.4397616
51014,1.9047472
51015,1.6587074
51016,2.2940164
51017,1.7300425
51018,1.7512804
51019,1.9305234
51020,1.9582683
51021,1.8983994
51022,1.6467471
51023,2.1522374
51024,1.6669589
51025,2.3048685
51026,1.6713045
51027,2.433977
51028,1.9647632
51029,2.512598
51030,2.2503984
51031,1.702172
51032,1.6681662
51033,1.9304549
51034,1.8285784
51035,2.2917109
51036,2.2775846
51037,2.403661
51038,1.530575
51039,2.105083
51040,2.1818123
51041,1.797816
51042,1.5028694
51043,1.537648
51044,2.0130987
51045,2.2292044
51046,2.2599862
51047,1.621392
51048,1.3491213
51049,2.1875083
51050,2.3142455
51051,2.3948255
51052,1.9436567
51053,1.9346479
51054,1.5878398
51055,1.7841434
51056,1.7774489
51057,1.9819872
51058,1.8232765
51059,2.151048
51060,1.3466035
51061,1.6787148
51062,1.911483
51063,2.1660712
51064,2.0997498
51065,2.181024
51066,2.3202443
51067,1.5976114
51068,1.8486191
51069,2.296638
51070,1.5465842
51071,1.629364
51072,1.2752837
51073,1.7892432
51074,1.6604114
51075,1.7503313
51076,1.2880261
51077,2.2606263
51078,2.2386813
51079,1.5848656
51080,1.5816078
51081,1.6982231
51082,2.0479136
51083,1.4365749
51084,2.122304
51085,1.9953057
51086,1.2364061
51087,1.7489138
51088,1.8235575
51089,1.0510406
51090,2.2132158
51091,1.6738358
51092,1.3382462
51093,1.6372745
51094,1.2081883
51095,1.3994958
51096,1.5062385
51097,2.4166343
51098,2.1910822
51099,1.730982
51100,1.289515
51101,1.5220407
51102,2.2660742
51103,2.2784605
51104,2.2654707
51105,1.9509677
51106,1.8149198
51107,1.767966
51108,1.7370384
51109,1.9429832
51110,1.7151262
51111,2.1986852
51112,1.5628567
51113,1.5973052
51114,1.8684018
51115,2.507597
51116,2.1644778
51117,1.7623519
51118,1.5811964
51119,2.111541
51120,1.8245182
51121,2.1355758
51122,2.3944635
51123,1.9641638
51124,2.124805
51125,1.4159226
51126,2.4639919
51127,2.1674716
51128,1.6724867
51129,1.9683299
51130,2.270753
51131,2.017745
51132,1.9076856
51133,2.0269783
51134,1.1928105
51135,2.501009
51136,1.26775
51137,1.5824025
51138,2.086371
51139,1.205003
51140,2.160596
51141,1.6485697
51142,1.8232485
51143,1.1728036
51144,1.3676112
51145,1.5861211
51146,1.9337556
51147,2.4423432
51148,2.4608517
51149,1.5724767
51150,2.2704146
51151,1.6410286
51152,2.3963091
51153,1.8902634
51154,1.5181628
51155,2.125722
51156,1.4100238
51157,2.0392497
51158,2.1439369
51159,1.3904725
51160,2.055068
51161,1.7355266
51162,1.6485424
51163,1.6715121
51164,1.6602069
51165,2.0578234
51166,2.0746198
51167,1.9235847
51168,1.2433604
51169,1.6177504
51170,2.0301523
51171,1.7211671
51172,1.691298
51173,2.491115
51174,1.7205708
51175,2.0631924
51176,1.4163077
51177,1.5688081
51178,2.2363813
51179,2.054073
51180,2.1345196
51181,1.796143
51182,2.208994
51183,1.6044444
51184,2.1777208
51185,2.346087
51186,2.2597191
51187,1.9576217
51188,1.8711106
51189,2.482605
51190,1.6921712
51191,2.2333367
51192,1.7357094
51193,1.6510024
51194,2.3094854
51195,1.6754682
51196,1.5495409
51197,1.7338281
51198,1.867589
51199,2.183446
51200,1.332781
51201,1.967061
51202,1.7645422
51203,1.9625118
51204,1.5993073
51205,2.1972585
51206,1.6337343
51207,2.1022189
51208,2.117547
51209,1.6600943
51210,2.1878777
51211,2.6119058
51212,1.929216
51213,1.7756339
51214,1.2258968
51215,2.4015503
51216,2.245068
51217,2.3260036
51218,2.1656442
51219,1.9453976
51220,2.004705
51221,1.7431304
51222,1.4740229
51223,2.0726905
51224,1.8284332
51225,2.511555
51226,1.8216597
51227,1.5807616
51228,1.6642134
51229,2.2686915
51230,1.7433131
51231,2.2188249
51232,1.4502428
51233,2.3855743
51234,1.9219284
51235,1.8632046
51236,1.7360282
51237,1.7898159
51238,2.3537166
51239,1.539111
51240,1.4815943
51241,1.7726457
51242,1.6256763
51243,2.0931666
51244,1.7320255
51245,2.2790055
51246,2.2916362
51247,1.3826519
51248,1.9417961
51249,1.4960673
51250,2.1103368
51251,2.3276215
51252,2.2420547
51253,1.3794079
51254,1.7437574
51255,1.5181344
51256,1.3640082
51257,1.5707068
51258,2.1798153
51259,1.677033
51260,2.233821
51261,1.999716
51262,1.9520336
51263,1.5762581
51264,2.1923745
51265,2.0257354
51266,2.123327
51267,1.7524552
51268,1.4260389
51269,1.7232459
51270,1.3512684
51271,2.1442752
51272,1.4700835
51273,1.9726088
51274,2.1354742
51275,2.2236674
51276,1.827292
51277,2.0180643
51278,1.6731403
51279,1.7171149
51280,1.7174673
51281,1.62512
51282,2.1341417
51283,1.8310956
51284,1.4874356
51285,2.1495347
51286,2.4058447
51287,2.1055815
51288,2.1350698
51289,1.713977
51290,1.5476793
51291,2.1290915
51292,1.8135681
51293,1.0111423
51294,1.6921104
51295,2.2237506
51296,1.353773
51297,2.299106
51298,1.6110777
51299,1.733634
51300,2.0810287
51301,1.5915885
51302,2.1357067
51303,2.5199006
51304,1.8235744
51305,2.2544742
51306,2.1538036
51307,1.4391301
51308,2.2247348
51309,2.033289
51310,1.9266989
51311,2.147796
51312,1.4434243
51313,2.161178
51314,1.5366709
51315,2.181778
51316,1.3631277
51317,2.0038586
51318,1.5524001
51319,2.423255
51320,1.7573274
51321,2.012547
51322,1.6063455
51323,1.6645246
51324,1.6328545
51325,1.9172465
51326,1.9336029
51327,1.7899292
51328,2.3242254
51329,1.2301731
51330,1.5873394
51331,2.249217
51332,1.9303399
51333,2.0682814
51334,1.982632
51335,1.7900925
51336,1.4971164
51337,1.0971025
51338,1.6189586
51339,1.8972628
51340,1.8326321
51341,1.1241217
51342,2.5204966
51343,1.5802515
51344,2.312964
51345,1.6531117
51346,1.7336321
51347,1.507211
51348,1.5656765
51349,1.6881937
51350,2.0962057
51351,1.7703238
51352,1.9107813
51353,2.09783
51354,1.5932001
51355,2.2702608
51356,1.6421092
51357,1.6084411
51358,1.7765929
51359,2.1753922
51360,1.2850058
51361,1.9680512
51362,1.9282112
51363,1.5369983
51364,1.745423
51365,2.010199
51366,2.3521252
51367,1.4828732
51368,2.3663487
51369,2.3504684
51370,1.9657099
51371,2.013845
51372,1.8313143
51373,1.6535854
51374,2.1811907
51375,2.157589
51376,2.3341732
51377,2.2706025
51378,1.1078677
51379,1.7986307
51380,2.1677701
51381,2.0052857
51382,2.4813619
51383,2.3382323
51384,1.5068555
51385,1.5234486
51386,1.6667676
51387,1.6964302
51388,1.614444
51389,2.5400739
51390,1.9990706
51391,1.7838014
51392,1.7535305
51393,2.093903
51394,2.159745
51395,2.1174371
51396,1.1924652
51397,1.8680172
51398,1.5917771
51399,1.290019
51400,1.6753812
51401,2.2431014
51402,2.3155887
51403,2.2327476
51404,1.3052541
51405,1.4021332
51406,1.5058008
51407,1.7878113
51408,2.3292928
51409,2.3195415
51410,1.5267295
51411,1.6246073
51412,2.166326
51413,1.5540425
51414,1.9140542
51415,1.995589
51416,1.4562327
51417,2.1057866
51418,2.2570477
51419,1.4810987
51420,2.3554068
51421,1.8483245
51422,2.237884
51423,1.8656201
51424,2.0576844
51425,1.8960097
51426,2.0843244
51427,1.7422577
51428,2.5612888
51429,1.1348062
51430,1.5611621
51431,1.7773604
51432,1.4665756
51433,1.6993496
51434,2.1791463
51435,1.8887899
51436,1.9422601
51437,1.5938562
51438,2.2238202
51439,1.7709792
51440,2.1724598
51441,2.1371813
51442,2.2164373
51443,1.9494323
51444,1.4247711
51445,1.7560818
51446,2.2176032
51447,1.782578
51448,1.6155682
51449,1.5669866
51450,2.2698967
51451,1.7888649
51452,1.3660014
51453,1.3554493
51454,1.7159424
51455,1.3482231
51456,1.5764203
51457,1.67311
51458,2.0874162
51459,1.9985223
51460,2.278104
51461,1.9104747
51462,2.316108
51463,2.060843
51464,2.2553554
51465,2.6902173
51466,1.6027696
51467,1.7514489
51468,2.349577
51469,2.1662316
51470,1.7676401
51471,2.044063
51472,2.0660918
51473,1.400343
51474,1.9880481
51475,2.2023087
51476,1.6042645
51477,2.1652453
51478,1.6095299
51479,1.6878572
51480,2.044281
51481,2.0618463
51482,1.8839892
51483,1.3480107
51484,1.487848
51485,1.7825198
51486,1.7689569
51487,1.5910813
51488,2.3396542
51489,1.6223409
51490,2.2301536
51491,1.998196
51492,1.900729
51493,1.5561241
51494,1.2458853
51495,1.2890003
51496,1.4413521
51497,1.9295213
51498,2.3836215
51499,1.6121377
51500,2.22735
51501,1.5709538
51502,1.9222575
51503,2.1220574
51504,2.096559
51505,1.5589468
51506,1.5060239
51507,1.9878685
51508,1.6656293
51509,1.3464501
51510,1.635431
51511,1.7845011
51512,1.6556845
51513,2.266628
51514,1.68436
51515,1.8348417
51516,1.7713758
51517,1.931831
51518,1.6516596
51519,1.7815614
51520,1.9464427
51521,1.8070277
51522,1.2252889
51523,1.5383654
51524,1.7581341
51525,1.8272679
51526,1.4630342
51527,1.4905264
51528,1.9124997
51529,2.6115973
51530,1.5582333
51531,1.7540559
51532,1.8189359
51533,1.8924384
51534,1.6143885
51535,1.9240083
51536,2.1754603
51537,1.8338535
51538,2.0520968
51539,2.089617
51540,2.2612338
51541,1.2842053
51542,1.9860942
51543,1.6638345
51544,1.9054079
51545,1.7417626
51546,2.10866
51547,2.5397956
51548,1.9401448
51549,1.6062337
51550,1.6383584
51551,1.663091
51552,1.419868
51553,2.2837336
51554,1.6199255
51555,1.4853662
51556,1.4320817
51557,2.3726346
51558,1.3048768
51559,2.10304
51560,1.5805497
51561,1.7708694
51562,1.7887204
51563,1.666834
51564,1.6422685
51565,1.812608
51566,1.8540015
51567,1.5047028
51568,2.3299122
51569,1.9132729
51570,1.8871336
51571,1.407874
51572,1.9762166
51573,1.8007747
51574,1.4398665
51575,1.5902692
51576,1.7701831
51577,1.882108
51578,1.5773389
51579,1.4439993
51580,1.4442497
51581,2.3113477
51582,1.515817
51583,1.2951734
51584,1.84776
51585,1.6786586
51586,2.1513758
51587,2.1153488
51588,1.1707944
51589,1.8889166
51590,1.646618
51591,1.6938146
51592,1.8605669
51593,1.7719324
51594,1.216681
51595,2.146975
51596,1.541955
51597,2.2027214
51598,2.0916264
51599,2.4031081
51600,2.126672
51601,2.2659168
51602,1.571023
51603,1.3945249
51604,2.0956895
51605,2.1841779
51606,1.6639602
51607,1.6280355
51608,1.8017327
51609,1.4598763
51610,1.6852994
51611,1.6293833
51612,1.522197
51613,2.332992
51614,2.0657058
51615,2.1712432
51616,2.4722362
51617,1.3355271
51618,1.8968759
51619,1.567141
51620,1.6906941
51621,1.5726879
51622,2.4548535
51623,2.405021
51624,1.4627998
51625,1.9007936
51626,1.6094735
51627,1.6880605
51628,1.8990035
51629,1.7666343
51630,1.6986814
51631,1.9149005
51632,1.5625744
51633,1.7628553
51634,1.283882
51635,2.1417866
51636,1.501416
51637,2.2873323
51638,2.3846092
51639,1.4974778
51640,1.3747506
51641,1.4297725
51642,2.1145535
51643,2.2466948
51644,1.6397202
51645,1.9806845
51646,1.7181506
51647,1.4733584
51648,1.554616
51649,2.4213822
51650,1.6089828
51651,2.2200074
51652,1.5789444
51653,1.812222
51654,1.4399204
51655,1.351511
51656,2.362193
51657,1.8361492
51658,1.59946
51659,1.8298786
51660,2.1552758
51661,1.7800674
51662,2.333323
51663,1.5674373
51664,1.8361454
51665,1.8102753
51666,1.3253896
51667,1.9643252
51668,1.5692129
51669,1.6918007
51670,1.6828885
51671,2.0730288
51672,1.5255265
51673,2.536016
51674,1.2392294
51675,2.0849047
51676,2.113037
51677,1.8406292
51678,2.0438325
51679,1.7320948
51680,1.8535807
51681,1.8465291
51682,2.2474546
51683,1.755393
51684,1.9220979
